Course Type,Course Title,course link,Provider,specialisation
course,Strategic Business Management - Macroeconomics,https://www.coursera.org/learn/strategic-business-management-macroeconomics,"University of California, Irvine",
course,TÃ©cnicas MicroscÃ³picas de CaracterizaciÃ³n ,https://www.coursera.org/learn/tecnicas-microscopicas-caracterizacion,Universitat de Barcelona,
course,"Gender, Family, and Social Change in Contemporary South Korea",https://www.coursera.org/learn/social-change-korea,Yonsei University,
course,Biases and Portfolio Selection,https://www.coursera.org/learn/biases-portfolio-selection,Rice University,
course,Business Strategies for Social Impact,https://www.coursera.org/learn/wharton-social-impact,University of Pennsylvania,
course,Toxicology 21: Scientific Applications,https://www.coursera.org/learn/toxicology-21,Johns Hopkins University,
course,Smartphone Emerging Technologies,https://www.coursera.org/learn/smartphone-emerging-technologies,Yonsei University,
course,Orden y manejo del tiempo,https://www.coursera.org/learn/orden,Universidad Nacional AutÃ³noma de MÃ©xico,
course,AstroTech: The Science and Technology behind Astronomical Discovery,https://www.coursera.org/learn/astronomy-technology,The University of Edinburgh,
course,Principles of fMRI 2,https://www.coursera.org/learn/functional-mri-2,"Johns Hopkins University, University of Colorado Boulder",
course,VLSI CAD Part II: Layout,https://www.coursera.org/learn/vlsi-cad-layout,University of Illinois at Urbana-Champaign,
course,"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",https://www.coursera.org/learn/nonprofit-organizations,"The State University of New York, Luther College at the University of Regina",
course,Cyber-Physical Systems: Modeling and Simulation,https://www.coursera.org/learn/cyber-physical-systems-1,"University of California, Santa Cruz",
course,Ciudades en crisis y nuevas polÃ­ticas urbanas,https://www.coursera.org/learn/ciudades-politicas-urbanas,Universitat AutÃ²noma de Barcelona,
course,Entrepreneurship,https://www.coursera.org/learn/entrepreneurship,The Chinese University of Hong Kong,
course,Business of Games and Entrepreneurship,https://www.coursera.org/learn/gamedev-business,Michigan State University,
course,Greening the Economy: Lessons from Scandinavia,https://www.coursera.org/learn/greening-the-economy,Lund University,
course,Inferential and Predictive Statistics for Business,https://www.coursera.org/learn/business-statistics,University of Illinois at Urbana-Champaign,
course,Advertising and Society,https://www.coursera.org/learn/role-of-advertising,Duke University,
course,Chemerinsky on Constitutional Law - The Structure of Government,https://www.coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government,"University of California, Irvine",
course,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity ,https://www.coursera.org/learn/corp-sustainability,UniversitÃ  Bocconi,
course,"Trabaja inteligentemente, no mÃ¡s duro: GestiÃ³n del tiempo para la productividad personal y profesional ",https://www.coursera.org/learn/trabaja-inteligentemente,"University of California, Irvine",
course,Disaster Preparedness,https://www.coursera.org/learn/disaster-preparedness,University of Pittsburgh,
course,Global Adolescent Health,https://www.coursera.org/learn/youth-health,The University of Melbourne,
course,Bioinformatic Methods II,https://www.coursera.org/learn/bioinformatics-methods-2,University of Toronto,
course,Desarrollo de Videojuegos en Unity: Una IntroducciÃ³n,https://www.coursera.org/learn/desarrollo-videojuegos-unity,Universidad de los Andes,
course,Cryptography and Information Theory,https://www.coursera.org/learn/crypto-info-theory,University of Colorado System,
course,"Leading for Equity, Diversity and Inclusion in Higher Education",https://www.coursera.org/learn/leading-for-equity-diversity-inclusion,University of Michigan,
course,Detecting and Mitigating Cyber Threats and Attacks,https://www.coursera.org/learn/detecting-cyber-attacks,University of Colorado System,
course,Addressing Large Hadron Collider Challenges by Machine Learning,https://www.coursera.org/learn/hadron-collider-machine-learning,National Research University Higher School of Economics,
course,Arts and Culture Strategy,https://www.coursera.org/learn/arts-culture-strategy,"University of Pennsylvania, National Arts Strategies",
course,Las estaciones del aÃ±o y el clima,https://www.coursera.org/learn/estaciones-clima,Universidad Nacional AutÃ³noma de MÃ©xico,
course,Cyber Threats and Attack Vectors,https://www.coursera.org/learn/cyber-threats-attack-vectors,University of Colorado System,
course,Building R Packages,https://www.coursera.org/learn/r-packages,Johns Hopkins University,
course,Disease Screening in Public Health,https://www.coursera.org/learn/screening,"University of Geneva, University of Lausanne",
course,GestÃ£o de OperaÃ§Ãµes,https://www.coursera.org/learn/gestao-de-operacoes,Insper,
course,Input and Interaction,https://www.coursera.org/learn/interaction-techniques,"University of California, San Diego",
course,Planet Earth...and You!,https://www.coursera.org/learn/planet-earth,University of Illinois at Urbana-Champaign,
course,Pharmaceutical and Medical Device Innovations,https://www.coursera.org/learn/pharma-medical-device-innovations,University of Minnesota,
course,IntroducciÃ³n a la Calidad,https://www.coursera.org/learn/gestion-de-productividad,Universidad Nacional AutÃ³noma de MÃ©xico,
course,Ð¢Ð¾Ð½ÐºÐ¾ÑÑÐ¸ Ð²ÐµÑÑÑÐºÐ¸,https://www.coursera.org/learn/tonkosti-verstki,"Moscow Institute of Physics and Technology, Yandex",
course,On Strategy : What Managers Can Learn from Philosophy - PART 1,https://www.coursera.org/learn/management-philosophy,CentraleSupÃ©lec,
course,Network Analysis in Systems Biology,https://www.coursera.org/learn/network-biology,Icahn School of Medicine at Mount Sinai,
course,Sustainable Food Production Through Livestock Health Management,https://www.coursera.org/learn/livestock-farming,University of Illinois at Urbana-Champaign,
course,Ruby on Rails Web Services and Integration with MongoDB,https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb,Johns Hopkins University,
course,InvestigaciÃ³n de mercados y comportamiento del consumidor,https://www.coursera.org/learn/investigacion-de-mercados,IE Business School,
course,"Anticipating Your Next Battle, in Business and Beyond",https://www.coursera.org/learn/anticipate,HEC Paris,
course,Leading Positive Change through Appreciative Inquiry,https://www.coursera.org/learn/appreciative-inquiry,Case Western Reserve University,
course,ÐÐ½Ð²ÐµÑÑÐ¸ÑÐ¸Ð¸ Ð² Ð¾Ð±Ð»Ð¸Ð³Ð°ÑÐ¸Ð¸,https://www.coursera.org/learn/investicii-obligacii,National Research University Higher School of Economics,
course,Religions and Society in China,https://www.coursera.org/learn/religions-society-china,National Research University Higher School of Economics,
course,CODAPPS: Coding mobile apps for entrepreneurs,https://www.coursera.org/learn/codapps,emlyon business school,
course,Foundations of International Psychiatry,https://www.coursera.org/learn/international-psychiatry,The University of Melbourne,
course,Reasoning Across the Disciplines,https://www.coursera.org/learn/critical-reasoning,The University of North Carolina at Chapel Hill,
course,Changer le monde : passons a l'action (creer son entreprise sociale),https://www.coursera.org/learn/monde-action,ESSEC Business School,
course,Advanced Converter Control Techniques,https://www.coursera.org/learn/current-control,University of Colorado Boulder,
course,Accounting and Finance for IT professionals,https://www.coursera.org/learn/accounting-finance,Indian School of Business,
course,Music and Social Action,https://www.coursera.org/learn/music-and-social-action,Yale University,
course,Compreendendo o Zika e doenÃ§as emergentes,https://www.coursera.org/learn/zika-e-doencas-emergentes,Universidade de SÃ£o Paulo,
course,New Venture Finance: Startup Funding for Entrepreneurs,https://www.coursera.org/learn/startup-funding,"University of Maryland, College Park",
course,International B2B (Business to Business) Marketing,https://www.coursera.org/learn/b2b-marketing,Yonsei University,
course,Market and Competition in Pricing Strategy,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-market-competition,"University of Virginia, BCG",
course,Core Database Concepts,https://www.coursera.org/learn/core-database,Arizona State University,
course,Pricing Strategy in Practice,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-practice,"University of Virginia, BCG",
course,Take the Lead on Healthcare Quality Improvement,https://www.coursera.org/learn/hcqualityimprovement,Case Western Reserve University,
course,The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state,https://www.coursera.org/learn/history-israel-sovereign-state,Tel Aviv University,
course,European Business Law: Competing in Europe,https://www.coursera.org/learn/eu-competition-law,Lund University,
course,Innovation Strategy: Developing Your Fintech strategy,https://www.coursera.org/learn/innovation-strategy-fintech,Copenhagen Business School,
course,Game Development for Modern Platforms,https://www.coursera.org/learn/gamedev-platforms,Michigan State University,
course,åºäºUnityå¼æçæ¸¸æå¼åè¿é¶,https://www.coursera.org/learn/unity-kaifa-jinjie,Fudan University,
course,Introduction to Architecting Smart IoT Devices,https://www.coursera.org/learn/iot-devices,EIT Digital ,
course,"Engineering Project Management: Scope, Time and Cost Management",https://www.coursera.org/learn/scope-time-management-cost,Rice University,
course,Creative Programming for Digital Media & Mobile Apps,https://www.coursera.org/learn/digitalmedia,"University of London, Goldsmiths, University of London",
course,Evaluating User Interfaces,https://www.coursera.org/learn/ui-testing,University of Minnesota,
course,Desenvolvendo sua musicalidade,https://www.coursera.org/learn/desenvolvendo-musicalidade,Berklee College of Music,
course,ç¨ Python ååç®¡ç¨å¼è¨­è¨ï¼äºï¼,https://www.coursera.org/learn/pbc2,National Taiwan University,
course,"Grow to Greatness: Smart Growth for Private Businesses, Part I",https://www.coursera.org/learn/uva-darden-smart-growth-strategy-1,University of Virginia,
course,"ÐÐ½Ð¶ÐµÐ½ÐµÑ - Ð¼ÐµÐ½ÐµÐ´Ð¶ÐµÑ Ð½Ð°ÑÑÐ¾ÑÑÐµÐ³Ð¾, ÑÐ¸ÑÑÐµÐ¼Ð½ÑÐ¹ Ð°ÑÑÐ¸ÑÐµÐºÑÐ¾Ñ Ð±ÑÐ´ÑÑÐµÐ³Ð¾",https://www.coursera.org/learn/systems-engineering-5,Moscow Institute of Physics and Technology,
course,Marketing Mix Fundamentals,https://www.coursera.org/learn/marketing-mix,IE Business School,
course,Fundamentos do Google para o Ensino,https://www.coursera.org/learn/fundamentosgoogle,"FundaÃ§Ã£o Lemann, Foreducation, Google for Education",
course,Customer Insights: Quantitative Techniques,https://www.coursera.org/learn/quantitative-customer-insights,University of Illinois at Urbana-Champaign,
course,Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),https://www.coursera.org/learn/patient-safety-systems-view,Johns Hopkins University,
course,Proactive Computer Security,https://www.coursera.org/learn/proactive-computer-security,University of Colorado System,
course,Innovation for Entrepreneurs: From Idea to Marketplace,https://www.coursera.org/learn/innovative-entrepreneur,"University of Maryland, College Park",
course,Setting Expectations & Assessing Performance Issues,https://www.coursera.org/learn/coaching-expectations-performance,"University of California, Davis",
course,Networking and Volunteerism for Career Success,https://www.coursera.org/learn/networking-volunteerism-career-success,"University of California, San Diego",
course,The Emergence of the Modern Middle East - Part II,https://www.coursera.org/learn/modern-middle-east-2,Tel Aviv University,
course,The Importance and Power of Music in our Society,https://www.coursera.org/learn/importance-power-music-our-society,"Universiteit Leiden, University of the Arts The Hague",
course,Foundations of Teaching for Learning: Introduction to Student Assessment,https://www.coursera.org/learn/learning-assessment,Commonwealth Education Trust,
